,celebrity,professional,dance,song,series,week,running_order,score_craig,score_arlene,score_len,score_bruno,score_alesha,score_darcey,score_jennifer,score_donny,score_shirley,score_alfonso,score_motsi,score_anton,total
731,Scott Maslen,Natalie Lowe,Viennese Waltz,I Put A Spell On You,8,5,9,9,0,10,10,10,0,0,0,0,0,0,0,39
732,Ann Widdecombe,Anton du Beke,Paso Doble,Wild Thing,8,5,10,2,0,5,4,5,0,0,0,0,0,0,0,16
733,Matt Baker,Aliona Vilani,Argentine Tango,Bat Out Of Hell,8,5,11,8,0,8,9,9,0,0,0,0,0,0,0,34
734,Kara Tointon,Artem Chigvintsev,Salsa,Conga,8,6,1,9,0,9,9,9,0,0,0,0,0,0,0,36
735,Pamela Stephenson,James Jordan,Foxtrot,Let There Be Love,8,6,2,8,0,9,8,8,0,0,0,0,0,0,0,33
736,Felicity Kendal,Vincent Simone,Paso Doble,Habanera,8,6,3,6,0,8,8,7,0,0,0,0,0,0,0,29
737,Jimi Mistry,Flavia Cacace,Quickstep,Mr. Pinstripe Suit,8,6,4,7,0,8,9,8,0,0,0,0,0,0,0,32
738,Matt Baker,Aliona Vilani,Viennese Waltz,Where The Wild Roses Grow,8,6,5,8,0,9,9,9,0,0,0,0,0,0,0,35
739,Ann Widdecombe,Anton du Beke,Charleston,Let's Do It (Let's Fall In Love),8,6,6,2,0,6,4,5,0,0,0,0,0,0,0,17
740,Michelle Williams,Brendan Cole,Waltz,Right Here Waiting,8,6,7,6,0,8,8,8,0,0,0,0,0,0,0,30
741,Patsy Kensit,Robin Windsor,Cha-Cha-Cha,All The Lovers,8,6,8,6,0,8,8,7,0,0,0,0,0,0,0,29
742,Scott Maslen,Natalie Lowe,Rumba,Wishing On A Star,8,6,9,4,0,9,8,7,0,0,0,0,0,0,0,28
743,Gavin Henson,Katya Virshilas,Cha-Cha-Cha,Don't Cha,8,6,10,5,0,8,8,8,0,0,0,0,0,0,0,29
744,Pamela Stephenson,James Jordan,Cha-Cha-Cha,Money (That's What I Want),8,7,1,8,0,8,8,8,0,0,0,0,0,0,0,32
745,Michelle Williams,Brendan Cole,Paso Doble,American Woman,8,7,2,4,0,7,6,7,0,0,0,0,0,0,0,24
746,Patsy Kensit,Robin Windsor,Viennese Waltz,Anyone Who Had A Heart,8,7,3,7,0,9,8,8,0,0,0,0,0,0,0,32
747,Gavin Henson,Katya Virshilas,Quickstep,I Want You To Want Me,8,7,4,7,0,8,9,9,0,0,0,0,0,0,0,33
748,Ann Widdecombe,Anton du Beke,Foxtrot,You Make Me Feel So Young,8,7,5,3,0,6,5,6,0,0,0,0,0,0,0,20
749,Kara Tointon,Artem Chigvintsev,Argentine Tango,Los Vino,8,7,6,9,0,9,10,10,0,0,0,0,0,0,0,38
750,Felicity Kendal,Vincent Simone,Salsa,All Night Long,8,7,7,5,0,7,7,7,0,0,0,0,0,0,0,26
751,Matt Baker,Aliona Vilani,Rumba,Too Lost In You,8,7,8,8,0,9,9,9,0,0,0,0,0,0,0,35
752,Scott Maslen,Natalie Lowe,Jive,Hit The Road Jack,8,7,9,9,0,10,10,10,0,0,0,0,0,0,0,39
753,Patsy Kensit,Robin Windsor,Samba,Copacabana,8,8,1,6,0,7,7,8,0,0,0,0,0,0,0,28
754,Kara Tointon,Artem Chigvintsev,American Smooth,Cry Me A River,8,8,2,9,0,6,10,10,0,0,0,0,0,0,0,35
755,Matt Baker,Aliona Vilani,Samba,Young Hearts Run Free,8,8,3,9,0,9,10,10,0,0,0,0,0,0,0,38
756,Felicity Kendal,Vincent Simone,American Smooth,Me and My Shadow,8,8,4,7,0,7,8,8,0,0,0,0,0,0,0,30
757,Gavin Henson,Katya Virshilas,American Smooth,She's A Lady,8,8,5,4,0,7,8,8,0,0,0,0,0,0,0,27
758,Scott Maslen,Natalie Lowe,Samba,(Your Love Keeps Lifting Me) Higher and Higher,8,8,6,6,0,8,9,9,0,0,0,0,0,0,0,32
759,Pamela Stephenson,James Jordan,American Smooth,"Perhaps, Perhaps, Perhaps",8,8,7,8,0,9,10,10,0,0,0,0,0,0,0,37
760,Ann Widdecombe,Anton du Beke,Samba,Heaven Must Be Missing An Angel,8,8,8,1,0,5,3,4,0,0,0,0,0,0,0,13
761,Kara Tointon,Artem Chigvintsev,Jive,Runaround Sue,8,9,1,7,0,9,9,9,0,0,0,0,0,0,0,34
762,Ann Widdecombe,Anton du Beke,Rumba,My Heart Will Go On,8,9,2,1,0,5,3,5,0,0,0,0,0,0,0,14
763,Patsy Kensit,Robin Windsor,Argentine Tango,They,8,9,3,7,0,8,7,8,0,0,0,0,0,0,0,30
764,Scott Maslen,Natalie Lowe,American Smooth,Fly Me To The Moon,8,9,4,6,0,7,9,9,0,0,0,0,0,0,0,31
765,Gavin Henson,Katya Virshilas,Jive,Hey Ya!,8,9,5,3,0,6,6,7,0,0,0,0,0,0,0,22
766,Matt Baker,Aliona Vilani,American Smooth,Empire State of Mind,8,9,6,8,0,8,9,8,0,0,0,0,0,0,0,33
767,Pamela Stephenson,James Jordan,Charleston,Let's Misbehave,8,9,7,9,0,9,10,10,0,0,0,0,0,0,0,38
768,Scott Maslen,Natalie Lowe,Paso Doble,James Bond Theme,8,10,1,8,0,9,9,9,0,0,0,0,0,0,0,35
769,Ann Widdecombe,Anton du Beke,American Smooth,Hello Dolly,8,10,2,2,0,5,3,4,0,0,0,0,0,0,0,14
770,Matt Baker,Aliona Vilani,Jive,Soul Bossa Nova,8,10,3,8,0,9,9,9,0,0,0,0,0,0,0,35
771,Pamela Stephenson,James Jordan,Viennese Waltz,Unchained Melody,8,10,4,10,0,10,10,10,0,0,0,0,0,0,0,40
772,Gavin Henson,Katya Virshilas,Foxtrot,Minnie The Moocher,8,10,5,7,0,9,8,9,0,0,0,0,0,0,0,33
773,Kara Tointon,Artem Chigvintsev,Tango,El Tango de Roxanne,8,10,6,9,0,9,10,10,0,0,0,0,0,0,0,38
774,Pamela Stephenson,James Jordan,Paso Doble,Bad Romance,8,11,1,8,0,9,9,9,0,0,0,0,0,0,0,35
775,Kara Tointon,Artem Chigvintsev,Viennese Waltz,Stop,8,11,2,9,0,10,10,10,0,0,0,0,0,0,0,39
776,Gavin Henson,Katya Virshilas,Samba,Bamboleo,8,11,3,6,0,7,7,7,0,0,0,0,0,0,0,27
777,Scott Maslen,Natalie Lowe,Argentine Tango,Epoca,8,11,4,8,0,8,9,8,0,0,0,0,0,0,0,33
778,Matt Baker,Aliona Vilani,Salsa,Spinning Around,8,11,5,7,0,7,7,7,0,0,0,0,0,0,0,28
779,Scott Maslen,Natalie Lowe,Charleston,Anything Goes,8,11,6,8,0,9,9,9,0,0,0,0,0,0,0,35
780,Kara Tointon,Artem Chigvintsev,Rumba,Samba Pa' Ti,8,11,7,9,0,10,10,10,0,0,0,0,0,0,0,39
781,Matt Baker,Aliona Vilani,Tango,Hung Up,8,11,8,9,0,10,9,10,0,0,0,0,0,0,0,38
782,Gavin Henson,Katya Virshilas,Viennese Waltz,You Know Me,8,11,9,6,0,9,8,8,0,0,0,0,0,0,0,31
783,Pamela Stephenson,James Jordan,Quickstep,Steppin' Out With My Baby,8,11,10,10,0,10,10,10,0,0,0,0,0,0,0,40
784,Matt Baker,Aliona Vilani,Samba,Young Hearts Run Free,8,12,1,9,0,9,10,10,0,0,0,0,0,0,0,38
785,Kara Tointon,Artem Chigvintsev,Rumba,Samba Pa' Ti,8,12,2,9,0,10,10,10,0,0,0,0,0,0,0,39
786,Pamela Stephenson,James Jordan,Viennese Waltz,Unchained Melody,8,12,3,10,0,10,10,10,0,0,0,0,0,0,0,40
787,Matt Baker,Aliona Vilani,Show dance,I Like The Way You Move,8,12,4,7,0,9,9,9,0,0,0,0,0,0,0,34
788,Kara Tointon,Artem Chigvintsev,Show dance,Don't Stop Me Now,8,12,5,9,0,9,9,9,0,0,0,0,0,0,0,36
789,Pamela Stephenson,James Jordan,Show dance,(I've Had) The Time Of My Life,8,12,6,9,0,9,10,9,0,0,0,0,0,0,0,37
790,Matt Baker,Aliona Vilani,Paso Doble,Don't Let Me Be Misunderstood,8,12,7,9,0,8,9,9,0,0,0,0,0,0,0,35
791,Kara Tointon,Artem Chigvintsev,Waltz,If You Don't Know Me By Now,8,12,8,9,0,9,10,10,0,0,0,0,0,0,0,38
792,Matt Baker,Aliona Vilani,Viennese Waltz,Where The Wild Roses Grow,8,12,9,9,0,9,9,10,0,0,0,0,0,0,0,37
793,Kara Tointon,Artem Chigvintsev,American Smooth,Cry Me A River,8,12,10,10,0,7,10,10,0,0,0,0,0,0,0,37
794,Holly Valance,Artem Chigvintsev,Cha-Cha-Cha,Who's That Chick,9,1,1,6,0,7,7,8,0,0,0,0,0,0,0,28
795,Dan Lobb,Katya Virshilas,Waltz,Are You Lonesome Tonight?,9,1,2,4,0,7,6,7,0,0,0,0,0,0,0,24
796,Lulu,Brendan Cole,Cha-Cha-Cha,I've Got The Music In Me,9,1,3,2,0,5,5,5,0,0,0,0,0,0,0,17
797,Audley Harrison,Natalie Lowe,Waltz,In The Arms Of An Angel,9,1,4,3,0,5,6,6,0,0,0,0,0,0,0,20
798,Robbie Savage,Ola Jordan,Cha-Cha-Cha,Bad Boys,9,1,5,2,0,6,5,6,0,0,0,0,0,0,0,19
799,Anita Dobson,Robin Windsor,Waltz,Three Times A Lady,9,1,6,7,0,7,7,7,0,0,0,0,0,0,0,28
800,Russell Grant,Flavia Cacace,Cha-Cha-Cha,Venus,9,1,7,4,0,5,6,6,0,0,0,0,0,0,0,21
801,Harry Judd,Aliona Vilani,Cha-Cha-Cha,Moves Like Jagger,9,1,8,6,0,7,7,8,0,0,0,0,0,0,0,28
802,Rory Bremner,Erin Boag,Waltz,Weekend In New England,9,1,9,6,0,7,7,7,0,0,0,0,0,0,0,27
803,Alex Jones,James Jordan,Cha-Cha-Cha,When Love Takes Over,9,1,10,4,0,6,6,6,0,0,0,0,0,0,0,22
804,Chelsee Healey,Pasha Kovalev,Waltz,See The Day,9,1,11,7,0,6,7,7,0,0,0,0,0,0,0,27
805,Edwina Currie,Vincent Simone,Cha-Cha-Cha,Build Me Up Buttercup,9,1,12,2,0,5,5,5,0,0,0,0,0,0,0,17
806,Nancy Dell'Olio,Anton du Beke,Waltz,In Napoli,9,1,13,1,0,4,4,3,0,0,0,0,0,0,0,12
807,Jason Donovan,Kristina Rihanoff,Cha-Cha-Cha,Gimme Some Lovin',9,1,14,8,0,8,8,8,0,0,0,0,0,0,0,32
808,Chelsee Healey,Pasha Kovalev,Salsa,Higher,9,2,1,7,0,7,7,8,0,0,0,0,0,0,0,29
809,Edwina Currie,Vincent Simone,Foxtrot,Buona Sera,9,2,2,4,0,5,5,5,0,0,0,0,0,0,0,19
810,Audley Harrison,Natalie Lowe,Salsa,Don't Stop 'Til You Get Enough,9,2,3,5,0,6,6,6,0,0,0,0,0,0,0,23
811,Alex Jones,James Jordan,Foxtrot,Have You Met Miss Jones?,9,2,4,6,0,8,8,7,0,0,0,0,0,0,0,29
812,Dan Lobb,Katya Virshilas,Salsa,Upside Down,9,2,5,4,0,6,5,6,0,0,0,0,0,0,0,21
813,Lulu,Brendan Cole,Foxtrot,Breakeven,9,2,6,5,0,6,7,7,0,0,0,0,0,0,0,25
814,Holly Valance,Artem Chigvintsev,Salsa,Mas Que Nada,9,2,7,7,0,7,8,8,0,0,0,0,0,0,0,30
815,Rory Bremner,Erin Boag,Salsa,Vehicle,9,2,8,4,0,6,6,6,0,0,0,0,0,0,0,22
816,Robbie Savage,Ola Jordan,Foxtrot,Ain't That A Kick In The Head,9,2,9,7,0,8,7,7,0,0,0,0,0,0,0,29
817,Anita Dobson,Robin Windsor,Salsa,Jump In The Line,9,2,10,7,0,7,7,7,0,0,0,0,0,0,0,28
818,Jason Donovan,Kristina Rihanoff,Foxtrot,Why Don't You Do Right,9,2,11,8,0,8,8,9,0,0,0,0,0,0,0,33
819,Nancy Dell'Olio,Anton du Beke,Salsa,Papa Loves Mambo,9,2,12,3,0,5,4,2,0,0,0,0,0,0,0,14
820,Harry Judd,Aliona Vilani,Foxtrot,Just The Way You Are,9,2,13,6,0,6,7,8,0,0,0,0,0,0,0,27
821,Russell Grant,Flavia Cacace,Salsa,Dancing Queen,9,2,14,6,0,6,7,6,0,0,0,0,0,0,0,25
822,Holly Valance,Artem Chigvintsev,Tango,Cell Block Tango (He Had It Comin'),9,3,1,7,0,8,8,7,0,0,0,0,0,0,0,30
823,Dan Lobb,Katya Virshilas,Viennese Waltz,Somebody To Love,9,3,2,5,0,7,6,6,0,0,0,0,0,0,0,24
824,Anita Dobson,Robin Windsor,Jive,You Can't Stop The Beat,9,3,3,6,0,7,7,7,0,0,0,0,0,0,0,27
825,Alex Jones,James Jordan,Viennese Waltz,Memory,9,3,4,8,0,8,8,8,0,0,0,0,0,0,0,32
826,Rory Bremner,Erin Boag,Quickstep,"Top Hat, White Tie and Tails",9,3,5,7,0,8,8,8,0,0,0,0,0,0,0,31
827,Lulu,Brendan Cole,Rumba,All I Ask Of You,9,3,6,5,0,7,7,7,0,0,0,0,0,0,0,26
828,Nancy Dell'Olio,Anton du Beke,Tango,Be Italian,9,3,7,4,0,5,6,5,0,0,0,0,0,0,0,20
829,Audley Harrison,Natalie Lowe,Quickstep,Too Darn Hot,9,3,8,5,0,6,7,6,0,0,0,0,0,0,0,24
830,Robbie Savage,Ola Jordan,Tango,"Gimme, Gimme, Gimme",9,3,9,7,0,7,8,8,0,0,0,0,0,0,0,30
831,Russell Grant,Flavia Cacace,Foxtrot,Don't Rain On My Parade,9,3,10,6,0,7,8,7,0,0,0,0,0,0,0,28
832,Jason Donovan,Kristina Rihanoff,Tango,I Will Survive,9,3,11,9,0,9,9,9,0,0,0,0,0,0,0,36
833,Chelsee Healey,Pasha Kovalev,Cha-Cha-Cha,Beggin',9,3,12,6,0,8,8,8,0,0,0,0,0,0,0,30
834,Harry Judd,Aliona Vilani,Jive,Greased Lightnin',9,3,13,8,0,8,8,9,0,0,0,0,0,0,0,33
835,Jason Donovan,Kristina Rihanoff,Paso Doble,I Want It All,9,4,1,6,0,7,7,7,0,0,0,0,0,0,0,27
836,Alex Jones,James Jordan,Rumba,Run,9,4,2,4,0,7,7,7,0,0,0,0,0,0,0,25
837,Rory Bremner,Erin Boag,Cha-Cha-Cha,Dance To The Music,9,4,3,4,0,7,7,6,0,0,0,0,0,0,0,24
838,Audley Harrison,Natalie Lowe,Foxtrot,I Don't Know What To Do With Myself,9,4,4,6,0,7,6,6,0,0,0,0,0,0,0,25
839,Nancy Dell'Olio,Anton du Beke,Paso Doble,Rodrigo's Guitar Concerto,9,4,5,3,0,5,5,5,0,0,0,0,0,0,0,18
840,Lulu,Brendan Cole,Samba,Sir Duke,9,4,6,5,0,6,7,7,0,0,0,0,0,0,0,25
841,Holly Valance,Artem Chigvintsev,Viennese Waltz,Cry Me Out,9,4,7,7,0,7,8,8,0,0,0,0,0,0,0,30
842,Chelsee Healey,Pasha Kovalev,Quickstep,"Sing, Sing, Sing",9,4,8,9,0,9,9,9,0,0,0,0,0,0,0,36
843,Harry Judd,Aliona Vilani,Waltz,Come Away With Me,9,4,9,8,0,8,9,10,0,0,0,0,0,0,0,35
844,Anita Dobson,Robin Windsor,American Smooth,I've Got You Under My Skin,9,4,10,8,0,8,8,8,0,0,0,0,0,0,0,32
845,Robbie Savage,Ola Jordan,Jive,Love Man,9,4,11,5,0,8,7,7,0,0,0,0,0,0,0,27
846,Russell Grant,Flavia Cacace,Tango,Sweet Dreams (Are Made Of This),9,4,12,5,0,6,7,6,0,0,0,0,0,0,0,24
847,Russell Grant,Flavia Cacace,Samba,Better The Devil You Know,9,5,1,4,0,6,6,6,0,0,0,0,0,0,0,22
848,Chelsee Healey,Pasha Kovalev,Tango,Love Potion Number 9,9,5,2,7,0,8,8,9,0,0,0,0,0,0,0,32
849,Audley Harrison,Natalie Lowe,Jive,Little Shop of Horrors,9,5,3,3,0,6,5,6,0,0,0,0,0,0,0,20
850,Alex Jones,James Jordan,Paso Doble,Bring Me To Life,9,5,4,7,0,8,8,8,0,0,0,0,0,0,0,31
851,Holly Valance,Artem Chigvintsev,American Smooth,Swan Lake,9,5,5,8,0,9,9,9,0,0,0,0,0,0,0,35
852,Nancy Dell'Olio,Anton du Beke,Rumba,Spooky,9,5,6,2,0,5,4,3,0,0,0,0,0,0,0,14
853,Harry Judd,Aliona Vilani,Tango,Psycho Killer,9,5,7,8,0,7,9,10,0,0,0,0,0,0,0,34
854,Robbie Savage,Ola Jordan,Paso Doble,Bad,9,5,8,4,0,7,7,8,0,0,0,0,0,0,0,26
855,Anita Dobson,Robin Windsor,Tango,Devil Woman,9,5,9,7,0,8,8,8,0,0,0,0,0,0,0,31
856,Lulu,Brendan Cole,Paso Doble,Highway To Hell,9,5,10,6,0,7,8,8,0,0,0,0,0,0,0,29
857,Jason Donovan,Kristina Rihanoff,Quickstep,Bewitched,9,5,11,9,0,9,9,10,0,0,0,0,0,0,0,37
858,Lulu,Brendan Cole,Tango,Kiss,9,6,1,5,0,0,7,7,0,8,0,0,0,0,0,27
859,Audley Harrison,Natalie Lowe,Viennese Waltz,I'm With You,9,6,2,5,0,0,7,7,0,8,0,0,0,0,0,27
860,Harry Judd,Aliona Vilani,Samba,I Wish,9,6,3,8,0,0,8,8,0,9,0,0,0,0,0,33
861,Anita Dobson,Robin Windsor,Charleston,I Got Rhythm,9,6,4,7,0,0,8,8,0,8,0,0,0,0,0,31
862,Jason Donovan,Kristina Rihanoff,Rumba,Killing Me Softly,9,6,5,6,0,0,7,7,0,8,0,0,0,0,0,28
863,Alex Jones,James Jordan,Quickstep,It Don't Mean a Thing If It Aint Got That Swing,9,6,6,7,0,0,8,8,0,8,0,0,0,0,0,31
864,Robbie Savage,Ola Jordan,Waltz,Love Ain't Here Anymore,9,6,7,6,0,0,7,8,0,8,0,0,0,0,0,29
865,Russell Grant,Flavia Cacace,Paso Doble,Carmen,9,6,8,4,0,0,7,6,0,7,0,0,0,0,0,24
866,Chelsee Healey,Pasha Kovalev,Charleston,Five Foot Two Eyes Of Blue,9,6,9,9,0,0,9,9,0,9,0,0,0,0,0,36
867,Holly Valance,Artem Chigvintsev,Jive,Runaway Baby,9,6,10,8,0,0,9,8,0,9,0,0,0,0,0,34
868,Alex Jones,James Jordan,Jive,"River Deep, Mountain High",9,7,1,7,0,8,8,8,0,0,0,0,0,0,0,31
869,Robbie Savage,Ola Jordan,American Smooth,Sway,9,7,2,7,0,8,8,8,0,0,0,0,0,0,0,31
870,Audley Harrison,Natalie Lowe,Cha-Cha-Cha,Uptight,9,7,3,3,0,6,5,6,0,0,0,0,0,0,0,20
871,Harry Judd,Aliona Vilani,Argentine Tango,Asi se Baila el Tango,9,7,4,9,0,8,10,10,0,0,0,0,0,0,0,37
872,Jason Donovan,Kristina Rihanoff,Viennese Waltz,Iris,9,7,5,8,0,9,9,9,0,0,0,0,0,0,0,35
873,Chelsee Healey,Pasha Kovalev,Foxtrot,Doesn't Mean Anything,9,7,6,9,0,8,9,10,0,0,0,0,0,0,0,36
874,Anita Dobson,Robin Windsor,Argentine Tango,Cirque de Soleil Tango,9,7,7,7,0,9,9,8,0,0,0,0,0,0,0,33
875,Holly Valance,Brendan Cole,Rumba,Leave Right Now,9,7,8,8,0,8,9,9,0,0,0,0,0,0,0,34
876,Russell Grant,Flavia Cacace,American Smooth,I Am What I Am,9,7,9,5,0,7,7,7,0,0,0,0,0,0,0,26
877,Robbie Savage,Ola Jordan,Salsa,Let Me Entertain You,9,8,1,5,0,7,7,7,0,0,0,0,0,0,0,26
878,Alex Jones,James Jordan,Tango,Relax,9,8,2,8,0,9,9,9,0,0,0,0,0,0,0,35
879,Holly Valance,Artem Chigvintsev,Quickstep,Valerie,9,8,3,7,0,8,8,8,0,0,0,0,0,0,0,31
880,Anita Dobson,Robin Windsor,Samba,Come On Eileen,9,8,4,6,0,7,7,7,0,0,0,0,0,0,0,27
881,Harry Judd,Aliona Vilani,Salsa,I'm Still Standing,9,8,5,8,0,8,9,9,0,0,0,0,0,0,0,34
882,Russell Grant,Flavia Cacace,Jive,Reach,9,8,6,5,0,6,7,6,0,0,0,0,0,0,0,24
883,Chelsee Healey,Pasha Kovalev,Samba,Spice Up Your Life,9,8,7,8,0,9,9,9,0,0,0,0,0,0,0,35
884,Jason Donovan,Kristina Rihanoff,Jive,Wake Me Up Before You Go Go,9,8,8,8,0,8,9,9,0,0,0,0,0,0,0,34
885,Anita Dobson,Brendan Cole,Cha-Cha-Cha,Uptown Girl,9,9,1,7,0,8,8,7,0,0,0,0,0,0,0,30
886,Holly Valance,Artem Chigvintsev,Foxtrot,Mamma Knows Best,9,9,2,8,0,8,9,9,0,0,0,0,0,0,0,34
887,Alex Jones,James Jordan,Charleston,Me And My Baby,9,9,3,6,0,7,8,8,0,0,0,0,0,0,0,29
888,Robbie Savage,Ola Jordan,Samba,You Sexy Thing,9,9,4,5,0,7,6,7,0,0,0,0,0,0,0,25
889,Chelsee Healey,Pasha Kovalev,Argentine Tango,Una M�sica Brutal,9,9,5,8,0,9,9,9,0,0,0,0,0,0,0,35
890,Jason Donovan,Kristina Rihanoff,Charleston,"Yes Sir, That's My Baby",9,9,6,9,0,9,9,9,0,0,0,0,0,0,0,36
891,Harry Judd,Aliona Vilani,Quickstep,Don't Get Me Wrong,9,9,7,9,0,10,10,10,0,0,0,0,0,0,0,39
892,Robbie Savage,Ola Jordan,Quickstep,Little Green Bag,9,10,1,7,0,7,8,8,0,0,0,0,0,0,0,30
893,Harry Judd,Aliona Vilani,Rumba,(Everything I Do) I Do It For You,9,10,2,9,0,9,9,9,0,0,0,0,0,0,0,36
894,Alex Jones,James Jordan,American Smooth,Pretty Woman,9,10,3,8,0,8,9,9,0,0,0,0,0,0,0,34
895,Holly Valance,Artem Chigvintsev,Paso Doble,The Train,9,10,4,9,0,9,10,10,0,0,0,0,0,0,0,38
896,Jason Donovan,Kristina Rihanoff,American Smooth,Singin' In The Rain,9,10,5,9,0,9,10,9,0,0,0,0,0,0,0,37
897,Chelsee Healey,Pasha Kovalev,Jive,I'm A Believer,9,10,6,9,0,10,10,10,0,0,0,0,0,0,0,39
898,Harry Judd,Aliona Vilani,Charleston,I'm Just Wild About Harry,9,11,1,9,0,10,10,10,0,0,0,0,0,0,0,39
899,Alex Jones,James Jordan,Waltz,(You Make Me Feel Like) A Natural Woman,9,11,2,7,0,9,9,9,0,0,0,0,0,0,0,34
900,Chelsee Healey,Pasha Kovalev,American Smooth,Time After Time,9,11,3,8,0,9,9,10,0,0,0,0,0,0,0,36
901,Holly Valance,Artem Chigvintsev,Argentine Tango,Por Una Cabeza,9,11,4,9,0,9,9,9,0,0,0,0,0,0,0,36
902,Jason Donovan,Kristina Rihanoff,Samba,Blame It On The Boogie,9,11,5,8,0,9,8,9,0,0,0,0,0,0,0,34
903,Harry Judd,Aliona Vilani,Viennese Waltz,This Years Love,9,11,6,9,0,10,10,10,0,0,0,0,0,0,0,39
904,Alex Jones,James Jordan,Salsa,1-2-3-4,9,11,7,7,0,8,8,8,0,0,0,0,0,0,0,31
905,Chelsee Healey,Pasha Kovalev,Paso Doble,Malaguena,9,11,8,10,0,10,10,10,0,0,0,0,0,0,0,40
906,Holly Valance,Artem Chigvintsev,Charleston,We No Speak Americano,9,11,9,8,0,8,9,9,0,0,0,0,0,0,0,34
907,Jason Donovan,Kristina Rihanoff,Argentine Tango,Assassin's Tango,9,11,10,10,0,10,10,10,0,0,0,0,0,0,0,40
908,Harry Judd,Aliona Vilani,Quickstep,Don't Get Me Wrong,9,12,1,10,0,10,10,10,0,0,0,0,0,0,0,40
909,Jason Donovan,Kristina Rihanoff,Tango,I Will Survive,9,12,2,9,0,10,9,10,0,0,0,0,0,0,0,38
910,Chelsee Healey,Pasha Kovalev,Jive,I'm A Believer,9,12,3,9,0,10,10,10,0,0,0,0,0,0,0,39
911,Harry Judd,Aliona Vilani,Show dance,Great Balls Of Fire,9,12,4,9,0,9,9,10,0,0,0,0,0,0,0,37
912,Jason Donovan,Kristina Rihanoff,Show dance,Dancin' Fool,9,12,5,10,0,10,10,10,0,0,0,0,0,0,0,40
913,Chelsee Healey,Pasha Kovalev,Show dance,One Night Only,9,12,6,9,0,9,9,9,0,0,0,0,0,0,0,36
914,Harry Judd,Aliona Vilani,American Smooth,Can't Help Falling In Love,9,12,7,9,0,10,10,10,0,0,0,0,0,0,0,39
915,Chelsee Healey,Pasha Kovalev,Rumba,Because Of You,9,12,8,9,0,10,10,10,0,0,0,0,0,0,0,39
916,Harry Judd,Aliona Vilani,Argentine Tango,Asi se Baila el Tango,9,12,9,10,0,10,10,10,0,0,0,0,0,0,0,40
917,Chelsee Healey,Pasha Kovalev,Quickstep,"Sing, Sing, Sing",9,12,10,9,0,10,10,10,0,0,0,0,0,0,0,39
918,Fern Britton,Artem Chigvintsev,Cha-Cha-Cha,"Signed, Sealed, Delivered",10,1,1,4,0,5,5,0,5,0,0,0,0,0,0,19
919,Nicky Byrne,Karen Hauer,Waltz,I Wonder Why,10,1,2,2,0,5,5,0,5,0,0,0,0,0,0,17
920,Michael Vaughan,Natalie Lowe,Waltz,If You Don't Know Me By Now,10,1,3,5,0,6,4,0,5,0,0,0,0,0,0,20
921,Victoria Pendleton,Brendan Cole,Cha-Cha-Cha,Spinning Around,10,1,4,3,0,5,4,0,4,0,0,0,0,0,0,16
922,Colin Salmon,Kristina Rihanoff,Cha-Cha-Cha,I Got You (I Feel Good),10,1,5,4,0,6,6,0,7,0,0,0,0,0,0,23
923,Denise van Outen,James Jordan,Waltz,With You I'm Born Again,10,1,6,6,0,6,7,0,6,0,0,0,0,0,0,25
924,Kimberley Walsh,Pasha Kovalev,Cha-Cha-Cha,Domino,10,1,7,7,0,7,7,0,7,0,0,0,0,0,0,28
925,Sid Owen,Ola Jordan,Waltz,I Won't Give Up,10,1,8,6,0,7,7,0,6,0,0,0,0,0,0,26
926,Johnny Ball,Iveta Lukosiute,Cha-Cha-Cha,Drive My Car,10,1,9,3,0,5,4,0,5,0,0,0,0,0,0,17
927,Dani Harmer,Vincent Simone,Waltz,Open Arms,10,1,10,5,0,6,5,0,5,0,0,0,0,0,0,21
928,Lisa Riley,Robin Windsor,Cha-Cha-Cha,Think,10,1,11,8,0,7,7,0,8,0,0,0,0,0,0,30
929,Richard Arnold,Erin Boag,Waltz,You Don't Bring Me Flowers,10,1,12,5,0,7,5,0,5,0,0,0,0,0,0,22
930,Jerry Hall,Anton du Beke,Cha-Cha-Cha,Everybody Loves To Cha-cha-cha,10,1,13,3,0,5,5,0,5,0,0,0,0,0,0,18
931,Louis Smith,Flavia Cacace,Cha-Cha-Cha,Forget You,10,1,14,6,0,6,7,0,8,0,0,0,0,0,0,27
932,Nicky Byrne,Karen Hauer,Cha-Cha-Cha,Dynamite,10,2,1,4,0,4,5,0,5,0,0,0,0,0,0,18
933,Colin Salmon,Kristina Rihanoff,Viennese Waltz,Kiss From A Rose,10,2,2,6,0,6,6,0,6,0,0,0,0,0,0,24
934,Dani Harmer,Vincent Simone,Salsa,Mama Do The Hump,10,2,3,7,0,7,7,0,6,0,0,0,0,0,0,27
935,Fern Britton,Artem Chigvintsev,Viennese Waltz,She's Always A Woman,10,2,4,6,0,6,6,0,6,0,0,0,0,0,0,24
936,Richard Arnold,Erin Boag,Cha-Cha-Cha,Love Shack,10,2,5,3,0,5,5,0,6,0,0,0,0,0,0,19
937,Victoria Pendleton,Brendan Cole,Foxtrot,Moondance,10,2,6,6,0,7,7,0,6,0,0,0,0,0,0,26
938,Michael Vaughan,Natalie Lowe,Jive,This Old House,10,2,7,2,0,4,4,0,5,0,0,0,0,0,0,15
